ACCT000000        3953.49       83023.19
ACCT000001        2233.91       46912.01
ACCT000002         273.81        5749.91
ACCT000003         946.86       19883.96
ACCT000004           0.00           0.00
ACCT000005           0.00           0.00
ACCT000006      347524.08       84819.64
ACCT000007      280685.58     9547294.23
ACCT000008           0.00       74285.05
ACCT000009       34589.20      952805.40
ACCT000010        4631.26       97256.36
ACCT000011        4916.33      103242.83
ACCT000012        1735.19       36438.89
ACCT000013        2101.42       44129.72
ACCT000014           0.00           0.10
ACCT000015           0.01           0.11
ACCT000016     1022643.30      652959.75
ACCT000017     1396248.58     1145226.23
ACCT000018           0.00       99005.98
ACCT000019       34085.05      464614.86
ACCT000020        1259.96       26459.06
ACCT000021        2787.41       58535.51
ACCT000022        2928.48       61497.98
ACCT000023         592.84       12449.54
ACCT000024           0.00           0.00
ACCT000025           0.00           0.00
ACCT000026      819180.21      399114.78
ACCT000027      386728.24     9997270.92
ACCT000028           0.00       75623.06
ACCT000029       24673.16      802760.79
ACCT000030        3543.83       74420.33
ACCT000031        2028.86       42605.96
ACCT000032        2971.19       62394.89
ACCT000033        1880.64       39493.34
ACCT000034           0.00           0.00
ACCT000035           0.01           0.11
ACCT000036     1453190.06     1405864.96
ACCT000037      420885.62     9658936.89
ACCT000038           0.00       36004.37
ACCT000039       52927.97      666159.00
ACCT000040        1538.87       32316.17
ACCT000041        2064.55       43355.45
ACCT000042        1718.06       36079.16
ACCT000043        3486.74       73221.44
ACCT000044           0.01           0.06
ACCT000045           0.01           0.06
ACCT000046      393531.72     9745521.29
ACCT000047      403158.27     9469006.48
ACCT000048           0.00       53968.41
ACCT000049       58567.23      406291.69
ACCT000050        4756.72       99891.02
ACCT000051         142.42        2990.72
ACCT000052        1228.75       25803.65
ACCT000053        2353.50       49423.40
ACCT000054           0.01           0.06
ACCT000055           0.00           0.05
ACCT000056      592528.88      127914.74
ACCT000057     1516229.88     1012252.19
ACCT000058           0.00       64688.51
ACCT000059       19066.45      212046.68
ACCT000060         169.21        3553.31
ACCT000061        4272.16       89715.26
ACCT000062        3877.70       81431.60
ACCT000063        2610.06       54811.16
ACCT000064           0.01           0.06
ACCT000065           0.00           0.01
ACCT000066     1114583.43      942494.85
ACCT000067      341549.19     9461687.66
ACCT000068           0.00       20813.30
ACCT000069       71534.93      669803.17
ACCT000070        4851.98      101891.48
ACCT000071        3722.35       78169.25
ACCT000072        3153.38       66220.88
ACCT000073        3845.15       80748.05
ACCT000074           0.00           0.01
ACCT000075           0.01           0.11
ACCT000076     1203979.80      590272.80
ACCT000077     1433548.98      631219.85
ACCT000078           0.00       83115.76
ACCT000079       40560.29      297238.47
ACCT000080        1208.59       25380.29
ACCT000081        2492.80       52348.70
ACCT000082        4578.13       96140.63
ACCT000083        4997.30      104943.20
ACCT000084           0.01           0.11
ACCT000085           0.00           0.00
ACCT000086      259284.94     9952180.02
ACCT000087      364831.73      153716.28
ACCT000088           0.00       95466.01
ACCT000089       99503.15      758464.42
ACCT000090        4821.66      101254.76
ACCT000091        2774.10       58256.00
ACCT000092        3451.12       72473.42
ACCT000093        4701.15       98724.05
ACCT000094           0.01           0.11
ACCT000095           0.00           0.00
ACCT000096      774936.75      533616.44
ACCT000097      394356.94      216447.68
ACCT000098           0.00       95219.24
ACCT000099      108284.91      650740.13
ACCT000100        1752.39       36800.09
ACCT000101        2657.41       55805.51
ACCT000102         941.12       19763.42
ACCT000103         934.11       19616.21
ACCT000104           0.00           0.05
ACCT000105           0.00           0.01
ACCT000106      379695.19      185872.54
ACCT000107      753389.23      640387.00
ACCT000108           0.00       66757.74
ACCT000109       52506.71      634169.66
ACCT000110        3356.88       70494.38
ACCT000111         129.89        2727.59
ACCT000112        4657.71       97811.81
ACCT000113        1846.66       38779.76
ACCT000114           0.01           0.11
ACCT000115           0.00           0.00
ACCT000116      316965.24     9995293.20
ACCT000117     1377580.62      594016.18
ACCT000118           0.00       93598.68
ACCT000119       38748.64      384564.25
ACCT000120        2329.03       48909.53
ACCT000121         510.97       10730.27
ACCT000122         147.54        3098.24
ACCT000123         456.94        9595.64
ACCT000124           0.00           0.00
ACCT000125           0.01           0.06
ACCT000126     1036865.29      718147.17
ACCT000127     1430808.60      516461.39
ACCT000128           0.00       33021.71
ACCT000129      142328.13     1061998.16
ACCT000130        2613.64       54886.34
ACCT000131         902.00       18941.90
ACCT000132         300.33        6306.83
ACCT000133        2420.41       50828.51
ACCT000134           0.00           0.01
ACCT000135           0.00           0.00
ACCT000136      938582.49      318779.31
ACCT000137      115396.96        3739.77
ACCT000138           0.00       92990.70
ACCT000139       68140.18      466155.27
ACCT000140        4454.92       93553.22
ACCT000141        3099.47       65088.77
ACCT000142        2639.15       55422.05
ACCT000143        2612.67       54865.97
ACCT000144           0.00           0.00
ACCT000145           0.01           0.11
ACCT000146      966123.42      777471.28
ACCT000147     1066285.48      953030.81
ACCT000148           0.00       52305.76
ACCT000149       53141.71      341751.43
ACCT000150        2823.63       59296.13
ACCT000151        3945.95       82864.85
ACCT000152        4701.69       98735.39
ACCT000153        4800.49      100810.19
ACCT000154           0.00           0.10
ACCT000155           0.00           0.00
ACCT000156      427014.86     9456722.17
ACCT000157     1389868.10     1144012.92
ACCT000158           0.00        1674.96
ACCT000159        3225.54       34219.53
ACCT000160        1598.18       33561.68
ACCT000161        3588.85       75365.75
ACCT000162        1803.48       37872.98
ACCT000163         516.16       10839.26
ACCT000164           0.00           0.05
ACCT000165           0.01           0.11
ACCT000166      832114.85      792790.63
ACCT000167     1203383.58      825064.06
ACCT000168           0.00       42771.04
ACCT000169      138154.59      972270.36
ACCT000170        1356.39       28484.09
ACCT000171        2476.19       51999.89
ACCT000172        1376.53       28907.03
ACCT000173        3436.26       72161.36
ACCT000174           0.02           0.12
ACCT000175           0.00           0.00
ACCT000176      958078.65      804724.56
ACCT000177      214907.69     9240850.19
ACCT000178           0.00       75613.48
ACCT000179      173843.12     1128553.01
ACCT000180        4420.91       92839.01
ACCT000181        1464.27       30749.57
ACCT000182        1543.42       32411.72
ACCT000183        3321.02       69741.32
ACCT000184           0.00           0.01
ACCT000185           0.00           0.05
ACCT000186      161969.48     9820256.61
ACCT000187      791449.26      348860.96
ACCT000188           0.00       39384.39
ACCT000189       30834.75      669632.06
ACCT000190        1492.93       31351.43
ACCT000191         221.91        4660.01
ACCT000192        1499.64       31492.34
ACCT000193        3687.83       77444.33
ACCT000194           0.00           0.00
ACCT000195           0.00           0.01
ACCT000196     1544792.72     1245827.15
ACCT000197      566181.49      520145.86
ACCT000198           0.00        6949.58
ACCT000199       53982.78     1049975.03
ACCT000200        4056.93       85195.43
ACCT000201         433.24        9097.94
ACCT000202         363.28        7628.78
ACCT000203         579.94       12178.64
ACCT000204           0.00           0.01
ACCT000205           0.00           0.00
ACCT000206      816451.24      748948.13
ACCT000207      596281.70     9764204.58
ACCT000208           0.00       32525.19
ACCT000209       25394.24      244934.63
ACCT000210        3125.23       65629.73
ACCT000211        4745.34       99652.04
ACCT000212         791.66       16624.76
ACCT000213        4846.98      101786.48
ACCT000214           0.00           0.05
ACCT000215           0.01           0.06
ACCT000216      301306.24       90332.98
ACCT000217      199668.98     9873553.80
ACCT000218           0.00        4855.08
ACCT000219      133516.22      977273.95
ACCT000220        3283.53       68954.03
ACCT000221        4861.95      102100.85
ACCT000222        3761.16       78984.26
ACCT000223        1660.12       34862.42
ACCT000224           0.00           0.01
ACCT000225           0.01           0.06
ACCT000226     1154869.54     1028080.94
ACCT000227      205512.19     9637003.02
ACCT000228           0.00       21523.53
ACCT000229       90079.31     1068564.12
ACCT000230        1657.33       34803.83
ACCT000231        2862.98       60122.48
ACCT000232        2863.00       60122.90
ACCT000233        1480.12       31082.42
ACCT000234           0.00           0.01
ACCT000235           0.00           0.01
ACCT000236      776684.10      697288.24
ACCT000237      368271.73     9545239.77
ACCT000238           0.00       41808.92
ACCT000239        5504.71      280602.67
ACCT000240        2052.44       43101.14
ACCT000241         944.22       19828.52
ACCT000242        4656.68       97790.18
ACCT000243        4728.28       99293.78
ACCT000244           0.00           0.05
ACCT000245           0.00           0.00
ACCT000246      146789.81     9344146.22
ACCT000247      571080.09      331464.46
ACCT000248           0.00       14205.04
ACCT000249       35102.11      447825.39
ACCT000250        2703.13       56765.63
ACCT000251          49.06        1030.16
ACCT000252        4991.80      104827.70
ACCT000253        2528.37       53095.67
ACCT000254           0.01           0.11
ACCT000255           0.00           0.00
ACCT000256     1009950.56      707958.64
ACCT000257      438096.54     9519699.81
ACCT000258           0.00       68917.14
ACCT000259       49080.43      664354.72
ACCT000260        2084.62       43776.92
ACCT000261         885.26       18590.36
ACCT000262        4034.88       84732.38
ACCT000263          43.21         907.31
ACCT000264           0.00           0.01
ACCT000265           0.01           0.06
ACCT000266     1115578.59      484677.34
ACCT000267     1310544.23      808618.08
ACCT000268           0.00       45915.14
ACCT000269       76347.60      550291.36
ACCT000270        1877.67       39430.97
ACCT000271        1186.19       24909.89
ACCT000272        4266.48       89595.98
ACCT000273        4436.80       93172.70
ACCT000274           0.00           0.05
ACCT000275           0.00           0.05
ACCT000276     1054868.83      823981.91
ACCT000277      825608.98      389016.62
ACCT000278           0.00       98422.80
ACCT000279       17910.77      623618.27
ACCT000280        3914.62       82206.92
ACCT000281         993.23       20857.73
ACCT000282        4479.66       94072.76
ACCT000283        3452.18       72495.68
ACCT000284           0.00           0.01
ACCT000285           0.01           0.06
ACCT000286      685767.59      669281.72
ACCT000287     1040652.72      927150.17
ACCT000288           0.00       36701.59
ACCT000289       25039.33      424136.06
ACCT000290         355.38        7462.88
ACCT000291        3773.45       79242.35
ACCT000292        3759.07       78940.37
ACCT000293         753.74       15828.44
ACCT000294           0.00           0.01
ACCT000295           0.00           0.01
ACCT000296     1326718.83      718753.62
ACCT000297      340843.77     9590335.58
ACCT000298           0.00       88096.25
ACCT000299       22569.62      963362.59
ACCT000300        2055.26       43160.36
ACCT000301         983.46       20652.56
ACCT000302        3998.66       83971.76
ACCT000303        1845.88       38763.38
ACCT000304           0.00           0.05
ACCT000305           0.00           0.01
ACCT000306      557184.55      237249.75
ACCT000307      379769.17     9831465.90
ACCT000308           0.00       73301.79
ACCT000309       16388.86      131697.79
ACCT000310        1174.18       24657.68
ACCT000311        2530.22       53134.52
ACCT000312        3234.90       67932.80
ACCT000313         326.82        6863.12
ACCT000314           0.00           0.00
ACCT000315           0.01           0.06
ACCT000316      232231.44       80893.08
ACCT000317      340591.77     9980890.89
ACCT000318           0.00       56222.70
ACCT000319       21849.07      185304.39
ACCT000320        3049.97       64049.27
ACCT000321        1055.69       22169.39
ACCT000322        1801.02       37821.32
ACCT000323        4766.09      100087.79
ACCT000324           0.01           0.06
ACCT000325           0.00           0.00
ACCT000326     1399920.03      624485.32
ACCT000327     1274518.26      996985.75
ACCT000328           0.00       92444.39
ACCT000329       26895.43      174648.15
ACCT000330        2177.82       45734.12
ACCT000331         685.98       14405.48
ACCT000332        1618.36       33985.46
ACCT000333        2909.63       61102.13
ACCT000334           0.00           0.05
ACCT000335           0.00           0.00
ACCT000336      477268.83     9795285.76
ACCT000337     1010507.12       49032.35
ACCT000338           0.00       96441.64
ACCT000339      125987.25      958520.44
ACCT000340        4860.73      102075.23
ACCT000341         255.30        5361.20
ACCT000342        3267.78       68623.28
ACCT000343        2723.06       57184.16
ACCT000344           0.01           0.11
ACCT000345           0.02           0.12
ACCT000346      423845.92     9649921.68
ACCT000347      143314.74     9932572.82
ACCT000348           0.00       99181.99
ACCT000349       32471.30      975855.96
ACCT000350        3635.86       76352.96
ACCT000351        4940.91      103759.01
ACCT000352        4995.72      104910.02
ACCT000353         699.88       14697.38
ACCT000354           0.00           0.10
ACCT000355           0.00           0.01
ACCT000356      898859.68      376502.87
ACCT000357     1019545.82      948897.36
ACCT000358           0.00        7599.80
ACCT000359       20229.00      579968.78
ACCT000360        2343.90       49221.80
ACCT000361        3967.67       83320.97
ACCT000362        2456.07       51577.37
ACCT000363        1477.15       31020.05
ACCT000364           0.00           0.01
ACCT000365           0.00           0.00
ACCT000366      529785.98       44620.48
ACCT000367     1490095.04      894885.76
ACCT000368           0.00       57892.65
ACCT000369        7126.05      384765.17
ACCT000370        4880.17      102483.47
ACCT000371         951.30       19977.20
ACCT000372        4365.06       91666.16
ACCT000373        2229.77       46825.07
ACCT000374           0.01           0.11
ACCT000375           0.00           0.00
ACCT000376       99651.54     9360947.52
ACCT000377      143357.33     9482597.15
ACCT000378           0.00       14017.88
ACCT000379       85545.99      622625.31
ACCT000380        1316.01       27636.11
ACCT000381        3331.64       69964.34
ACCT000382        2957.41       62105.51
ACCT000383        2332.82       48989.12
ACCT000384           0.00           0.00
ACCT000385           0.01           0.06
ACCT000386      116492.36     9602841.21
ACCT000387      203623.45     9459234.94
ACCT000388           0.00       25907.19
ACCT000389       93838.40      935664.88
ACCT000390        3530.34       74137.04
ACCT000391        4032.84       84689.54
ACCT000392        4753.50       99823.40
ACCT000393        1341.77       28177.07
ACCT000394           0.00           0.00
ACCT000395           0.00           0.01
ACCT000396     1276881.51      432122.88
ACCT000397     1473246.81      824226.27
ACCT000398           0.00        7185.58
ACCT000399       43975.58      740452.99
ACCT000400        3957.57       83108.87
ACCT000401        1156.11       24278.21
ACCT000402        3836.74       80571.44
ACCT000403        4599.49       96589.19
ACCT000404           0.01           0.06
ACCT000405           0.00           0.00
ACCT000406      682468.29      200854.52
ACCT000407      894995.36      889360.07
ACCT000408           0.00        9500.13
ACCT000409       28063.10      198070.37
ACCT000410        3038.54       63809.24
ACCT000411        3230.98       67850.48
ACCT000412        1304.82       27401.12
ACCT000413        3513.42       73781.72
ACCT000414           0.00           0.05
ACCT000415           0.00           0.01
ACCT000416     1111386.27      665123.69
ACCT000417      471107.23      382894.15
ACCT000418           0.00       57217.86
ACCT000419      111221.03      938389.18
ACCT000420        3730.09       78331.79
ACCT000421         929.06       19510.16
ACCT000422        4909.85      103106.75
ACCT000423         656.39       13784.09
ACCT000424           0.00           0.01
ACCT000425           0.00           0.00
ACCT000426      187846.79     9423185.31
ACCT000427     1090676.96      936109.02
ACCT000428           0.00       77219.57
ACCT000429       74582.08      756756.05
ACCT000430        4928.09      103489.79
ACCT000431         170.07        3571.37
ACCT000432         241.18        5064.68
ACCT000433        3258.51       68428.61
ACCT000434           0.00           0.01
ACCT000435           0.00           0.05
ACCT000436      322479.00     9776568.70
ACCT000437     1359650.52      505076.79
ACCT000438           0.00       53670.63
ACCT000439      179097.34     1059398.86
ACCT000440        4371.34       91798.04
